bodyId_pre,bodyId_post,pre_name,post_name,type_pre_col,type_post_col,type_pre,type_post,roi_pre,roi_post,count
1261764557,1262105552,ER3aa_L_1261764557,ER3m_L_1262105552,ER3aa_L,ER3m_L,ER3a,ER3m,EB,EB,8
1167645442,1229710803,ER4m_R_1167645442,ER2b_L_1229710803,ER4m_R,ER2b_L,ER4m,ER2,EB,EB,8
1167304403,1230026402,ER4d_R_1167304403,ER4d_L_1230026402,ER4d_R,ER4d_L,ER4d,ER4d,EB,EB,8
1167304403,1230026228,ER4d_R_1167304403,ER4d_L_1230026228,ER4d_R,ER4d_L,ER4d,ER4d,EB,EB,8
1262114202,1293135946,ER3m_R_1262114202,ER3m_L_1293135946,ER3m_R,ER3m_L,ER3m,ER3m,EB,EB,8
1322129437,1291094620,ER1a_L_1322129437,ER1b_R_1291094620,ER1a_L,ER1b_R,ER1,ER1,EB,EB,8
1198693217,1167295853,ER4d_R_1198693217,ER4d_L_1167295853,ER4d_R,ER4d_L,ER4d,ER4d,EB,EB,8
1260400286,1168055653,ER3wa_R_1260400286,ER3wb_L_1168055653,ER3wa_R,ER3wb_L,ER3w,ER3w,EB,EB,8
1355806197,1125964814,ER1a_R_1355806197,EPG_R8_1125964814,ER1a_R,EPG_R8,ER1,EPG,EB,EB,8
1198680249,5813047446,ER2a_L_1198680249,ER2a_L_5813047446,ER2a_L,ER2a_L,ER2,ER2,EB,EB,8
1167641412,1199017128,ER4m_L_1167641412,ER2b_L_1199017128,ER4m_L,ER2b_L,ER4m,ER2,EB,EB,8
1292807819,572870540,ER3m_R_1292807819,EPG_L1_572870540,ER3m_R,EPG_L1,ER3m,EPG,EB,EB,8
1322811160,912545106,ER3pb_L_1322811160,EPG_L2_912545106,ER3pb_L,EPG_L2,ER3p,EPG,EB,EB,8
880530613,387023620,Delta7_L5R4_880530613,PEN_b_L4_387023620,Delta7_L5R4,PEN_b_L4,Delta7,PEN_b,PB,PB,8
5813047793,1168923315,ER4m_L_5813047793,ER2b_R_1168923315,ER4m_L,ER2b_R,ER4m,ER2,EB,EB,8
1322470462,5813040233,ER1a_R_1322470462,EPG_R8_5813040233,ER1a_R,EPG_R8,ER1,EPG,EB,EB,8
1198680249,1199712272,ER2a_L_1198680249,ER2c_L_1199712272,ER2a_L,ER2c_L,ER2,ER2,EB,EB,8
1261432168,572870540,ER3dd_R_1261432168,EPG_L1_572870540,ER3dd_R,EPG_L1,ER3d,EPG,EB,EB,8
1601771527,5813047647,PEN_b_R9_1601771527,ER2c_R_5813047647,PEN_b_R9,ER2c_R,PEN_b,ER2,EB,EB,8
1261764527,1261773286,ER3aa_L_1261764527,ER3ad_R_1261773286,ER3aa_L,ER3ad_R,ER3a,ER3a,EB,EB,8
1167641412,1198684596,ER4m_L_1167641412,ER2a_L_1198684596,ER4m_L,ER2a_L,ER4m,ER2,EB,EB,8
1198684596,1198671672,ER2a_L_1198684596,ER2c_L_1198671672,ER2a_L,ER2c_L,ER2,ER2,EB,EB,8
880880259,911129204,Delta7_L4R5_880880259,Delta7_L7R2_911129204,Delta7_L4R5,Delta7_L7R2,Delta7,Delta7,PB,PB,8
1291444314,1322137688,ER1a_L_1291444314,ER1b_R_1322137688,ER1a_L,ER1b_R,ER1,ER1,EB,EB,8
1198684596,1198680249,ER2a_L_1198684596,ER2a_L_1198680249,ER2a_L,ER2a_L,ER2,ER2,EB,EB,8
1230319275,5813053983,ER3wa_R_1230319275,ER3wb_R_5813053983,ER3wa_R,ER3wb_R,ER3w,ER3w,EB,EB,8
1262114202,1262105630,ER3m_R_1262114202,ER3m_R_1262105630,ER3m_R,ER3m_R,ER3m,ER3m,EB,EB,8
1292121433,1261423454,ER3dd_R_1292121433,ER3dc_R_1261423454,ER3dd_R,ER3dc_R,ER3d,ER3d,EB,EB,8
1198680249,1167563121,ER2a_L_1198680249,ER2a_R_1167563121,ER2a_L,ER2a_R,ER2,ER2,EB,EB,8
1262105637,1291780675,ER3m_R_1262105637,ER3m_R_1291780675,ER3m_R,ER3m_R,ER3m,ER3m,EB,EB,8
1198680249,1137219365,ER2a_L_1198680249,ER2a_R_1137219365,ER2a_L,ER2a_R,ER2,ER2,EB,EB,8
819828986,911911699,EPG_L5_819828986,Delta7_L2R7_911911699,EPG_L5,Delta7_L2R7,EPG,Delta7,PB,PB,8
1200049187,572870540,ER5_L_1200049187,EPG_L1_572870540,ER5_L,EPG_L1,ER5,EPG,EB,EB,8
1261419142,5813080272,ER3dc_R_1261419142,ER3dd_L_5813080272,ER3dc_R,ER3dd_L,ER3d,ER3d,EB,EB,8
1167300194,1167645523,ER4d_R_1167300194,ER4d_L_1167645523,ER4d_R,ER4d_L,ER4d,ER4d,EB,EB,8
1261764651,1292799162,ER3m_L_1261764651,ER3m_L_1292799162,ER3m_L,ER3m_L,ER3m,ER3m,EB,EB,8
1261419142,1261436305,ER3dc_R_1261419142,ER3dc_R_1261436305,ER3dc_R,ER3dc_R,ER3d,ER3d,EB,EB,8
1293135946,1292799162,ER3m_L_1293135946,ER3m_L_1292799162,ER3m_L,ER3m_L,ER3m,ER3m,EB,EB,8
1167295872,1167632513,ER4d_L_1167295872,ER4d_R_1167632513,ER4d_L,ER4d_R,ER4d,ER4d,EB,EB,8
1293136062,1262105552,ER3aa_R_1293136062,ER3m_L_1262105552,ER3aa_R,ER3m_L,ER3a,ER3m,EB,EB,8
1231675708,1261772956,ER3ab_R_1231675708,ER3ab_R_1261772956,ER3ab_R,ER3ab_R,ER3a,ER3a,EB,EB,8
1167300055,1167295856,ER4d_L_1167300055,ER4d_L_1167295856,ER4d_L,ER4d_L,ER4d,ER4d,EB,EB,8
1416900410,572870540,ER4d_L_1416900410,EPG_L1_572870540,ER4d_L,EPG_L1,ER4d,EPG,EB,EB,8
1198943369,1167563121,ER2d_R_1198943369,ER2a_R_1167563121,ER2d_R,ER2a_R,ER2,ER2,EB,EB,8
910442782,910801332,Delta7_L4R6_910442782,Delta7_L5R4_910801332,Delta7_L4R6,Delta7_L5R4,Delta7,Delta7,PB,PB,8
1231070863,572870540,ER5_L_1231070863,EPG_L1_572870540,ER5_L,EPG_L1,ER5,EPG,EB,EB,8
1291094742,5813061251,ER1b_L_1291094742,EPG_R8_5813061251,ER1b_L,EPG_R8,ER1,EPG,EB,EB,8
1261082560,1261423370,ER3dc_L_1261082560,ER3da_R_1261423370,ER3dc_L,ER3da_R,ER3d,ER3d,EB,EB,8
5813047446,1198667367,ER2a_L_5813047446,ER2c_L_1198667367,ER2a_L,ER2c_L,ER2,ER2,EB,EB,8
1261423480,1261427892,ER3dc_L_1261423480,ER3dd_L_1261427892,ER3dc_L,ER3dd_L,ER3d,ER3d,EB,EB,8
1261760225,1293135946,ER3aa_L_1261760225,ER3m_L_1293135946,ER3aa_L,ER3m_L,ER3a,ER3m,EB,EB,8
5813020455,5813038224,ER3wb_R_5813020455,ER3wa_L_5813038224,ER3wb_R,ER3wa_L,ER3w,ER3w,EB,EB,8
1231070863,912545106,ER5_L_1231070863,EPG_L2_912545106,ER5_L,EPG_L2,ER5,EPG,EB,EB,8
734581598,911578496,Delta7_L6R3_734581598,Delta7_L2R7_911578496,Delta7_L6R3,Delta7_L2R7,Delta7,Delta7,PB,PB,8
1261423507,1261086823,ER3dc_R_1261423507,ER3dc_L_1261086823,ER3dc_R,ER3dc_L,ER3d,ER3d,EB,EB,8
911901802,911470352,Delta7_L4R6_911901802,Delta7_L2R7_911470352,Delta7_L4R6,Delta7_L2R7,Delta7,Delta7,PB,PB,8
1293135946,1262114202,ER3m_L_1293135946,ER3m_R_1262114202,ER3m_L,ER3m_R,ER3m,ER3m,EB,EB,8
5813059835,1447576662,ER1a_L_5813059835,EPG_L1_1447576662,ER1a_L,EPG_L1,ER1,EPG,EB,EB,8
1261000309,5813040233,ER4d_R_1261000309,EPG_R8_5813040233,ER4d_R,EPG_R8,ER4d,EPG,EB,EB,8
1229369776,1126647624,ER2b_R_1229369776,EPG_R8_1126647624,ER2b_R,EPG_R8,ER2,EPG,EB,EB,8
1261432158,1261427999,ER3db_R_1261432158,ER3dd_L_1261427999,ER3db_R,ER3dd_L,ER3d,ER3d,EB,EB,8
5813047446,1168241257,ER2a_L_5813047446,ER2c_R_1168241257,ER2a_L,ER2c_R,ER2,ER2,EB,EB,8
1062526223,5813050767,PEN_b_R8_1062526223,ER4m_R_5813050767,PEN_b_R8,ER4m_R,PEN_b,ER4m,EB,EB,8
1261082560,1261086755,ER3dc_L_1261082560,ER3da_L_1261086755,ER3dc_L,ER3da_L,ER3d,ER3d,EB,EB,8
1262105601,1261760448,ER3aa_L_1262105601,ER3aa_L_1261760448,ER3aa_L,ER3aa_L,ER3a,ER3a,EB,EB,8
1167295916,1167295853,ER4d_R_1167295916,ER4d_L_1167295853,ER4d_R,ER4d_L,ER4d,ER4d,EB,EB,8
1291094742,1125964814,ER1b_L_1291094742,EPG_R8_1125964814,ER1b_L,EPG_R8,ER1,EPG,EB,EB,8
1167295916,1126647624,ER4d_R_1167295916,EPG_R8_1126647624,ER4d_R,EPG_R8,ER4d,EPG,EB,EB,8
1292816565,697001770,ER3m_R_1292816565,EPG_L2_697001770,ER3m_R,EPG_L2,ER3m,EPG,EB,EB,8
1198943369,1126647624,ER2d_R_1198943369,EPG_R8_1126647624,ER2d_R,EPG_R8,ER2,EPG,EB,EB,8
5813047446,1168059800,ER2a_L_5813047446,ER2c_L_1168059800,ER2a_L,ER2c_L,ER2,ER2,EB,EB,8
1261423454,1261773304,ER3dc_R_1261423454,ER3dd_R_1261773304,ER3dc_R,ER3dd_R,ER3d,ER3d,EB,EB,8
1261000309,5812979222,ER4d_R_1261000309,ER4d_R_5812979222,ER4d_R,ER4d_R,ER4d,ER4d,EB,EB,8
1229369776,1125964814,ER2b_R_1229369776,EPG_R8_1125964814,ER2b_R,EPG_R8,ER2,EPG,EB,EB,8
1322811232,1291435776,ER3pb_L_1322811232,ER3pa_R_1291435776,ER3pb_L,ER3pa_R,ER3p,ER3p,EB,EB,8
1261436305,1261436508,ER3dc_R_1261436305,ER3da_R_1261436508,ER3dc_R,ER3da_R,ER3d,ER3d,EB,EB,8
1291094742,1508334312,ER1b_L_1291094742,PEN_a_L3_1508334312,ER1b_L,PEN_a_L3,ER1,PEN_a,EB,EB,8
1261764651,1262114188,ER3m_L_1261764651,ER3m_R_1262114188,ER3m_L,ER3m_R,ER3m,ER3m,EB,EB,8
1167295916,5813061251,ER4d_R_1167295916,EPG_R8_5813061251,ER4d_R,EPG_R8,ER4d,EPG,EB,EB,8
5813047446,1198675740,ER2a_L_5813047446,ER2c_L_1198675740,ER2a_L,ER2c_L,ER2,ER2,EB,EB,8
1292799346,1292807819,ER3m_L_1292799346,ER3m_R_1292807819,ER3m_L,ER3m_R,ER3m,ER3m,EB,EB,8
5813053866,1198680441,ER4m_R_5813053866,ER2d_L_1198680441,ER4m_R,ER2d_L,ER4m,ER2,EB,EB,8
1261423454,1261436305,ER3dc_R_1261423454,ER3dc_R_1261436305,ER3dc_R,ER3dc_R,ER3d,ER3d,EB,EB,8
734581598,911211196,Delta7_L6R3_734581598,Delta7_L6R4_911211196,Delta7_L6R3,Delta7_L6R4,Delta7,Delta7,PB,PB,8
941469087,941810314,Delta7_L3R6_941469087,Delta7_L7R3_941810314,Delta7_L3R6,Delta7_L7R3,Delta7,Delta7,PB,PB,8
5812979082,5813047446,ER2d_L_5812979082,ER2a_L_5813047446,ER2d_L,ER2a_L,ER2,ER2,EB,EB,8
1261056809,1167300154,ER4d_L_1261056809,ER4d_R_1167300154,ER4d_L,ER4d_R,ER4d,ER4d,EB,EB,8
911901802,911129339,Delta7_L4R6_911901802,Delta7_L4R5_911129339,Delta7_L4R6,Delta7_L4R5,Delta7,Delta7,PB,PB,8
1198943369,1168059800,ER2d_R_1198943369,ER2c_L_1168059800,ER2d_R,ER2c_L,ER2,ER2,EB,EB,8
1262105575,1262105630,ER3aa_R_1262105575,ER3m_R_1262105630,ER3aa_R,ER3m_R,ER3a,ER3m,EB,EB,8
5813047446,1167567702,ER2a_L_5813047446,ER2d_R_1167567702,ER2a_L,ER2d_R,ER2,ER2,EB,EB,8
1229369776,1168055653,ER2b_R_1229369776,ER3wb_L_1168055653,ER2b_R,ER3wb_L,ER2,ER3w,EB,EB,8
1199712167,1198684596,ER2c_L_1199712167,ER2a_L_1198684596,ER2c_L,ER2a_L,ER2,ER2,EB,EB,8
1262105601,1262114112,ER3aa_L_1262105601,ER3aa_R_1262114112,ER3aa_L,ER3aa_R,ER3a,ER3a,EB,EB,8
1198671672,1168064774,ER2c_L_1198671672,ER2c_L_1168064774,ER2c_L,ER2c_L,ER2,ER2,EB,EB,8
1167895489,5813040233,ER2c_R_1167895489,EPG_R8_5813040233,ER2c_R,EPG_R8,ER2,EPG,EB,EB,8
1261760225,1292807819,ER3aa_L_1261760225,ER3m_R_1292807819,ER3aa_L,ER3m_R,ER3a,ER3m,EB,EB,8
1229288307,1322811240,ER3pa_R_1229288307,ER3pa_R_1322811240,ER3pa_R,ER3pa_R,ER3p,ER3p,EB,EB,8
1229369776,1168923315,ER2b_R_1229369776,ER2b_R_1168923315,ER2b_R,ER2b_R,ER2,ER2,EB,EB,8
1291094742,1218732640,ER1b_L_1291094742,PEN_a_R9_1218732640,ER1b_L,PEN_a_R9,ER1,PEN_a,EB,EB,8
1261056809,1167295916,ER4d_L_1261056809,ER4d_R_1167295916,ER4d_L,ER4d_R,ER4d,ER4d,EB,EB,8
1261419142,5813040233,ER3dc_R_1261419142,EPG_R8_5813040233,ER3dc_R,EPG_R8,ER3d,EPG,EB,EB,8
5813047446,1198257581,ER2a_L_5813047446,ER2a_R_1198257581,ER2a_L,ER2a_R,ER2,ER2,EB,EB,8
1322137688,1126647624,ER1b_R_1322137688,EPG_R8_1126647624,ER1b_R,EPG_R8,ER1,EPG,EB,EB,8
1105834722,1106180107,ER2c_R_1105834722,ER2a_R_1106180107,ER2c_R,ER2a_R,ER2,ER2,EB,EB,8
1261423480,1261773304,ER3dc_L_1261423480,ER3dd_R_1261773304,ER3dc_L,ER3dd_R,ER3d,ER3d,EB,EB,8
1322138079,1447576662,ER1b_R_1322138079,EPG_L1_1447576662,ER1b_R,EPG_L1,ER1,EPG,EB,EB,8
910442782,941482720,Delta7_L4R6_910442782,Delta7_L6R3_941482720,Delta7_L4R6,Delta7_L6R3,Delta7,Delta7,PB,PB,8
1322811232,1291366237,ER3pb_L_1322811232,ER3pb_R_1291366237,ER3pb_L,ER3pb_R,ER3p,ER3p,EB,EB,8
1292445517,5813080272,ER3db_L_1292445517,ER3dd_L_5813080272,ER3db_L,ER3dd_L,ER3d,ER3d,EB,EB,8
5813048042,664650297,Delta7_L5R4_5813048042,PEN_b_L6_664650297,Delta7_L5R4,PEN_b_L6,Delta7,PEN_b,PB,PB,8
1261423480,1261436508,ER3dc_L_1261423480,ER3da_R_1261436508,ER3dc_L,ER3da_R,ER3d,ER3d,EB,EB,8
1105834722,1167895489,ER2c_R_1105834722,ER2c_R_1167895489,ER2c_R,ER2c_R,ER2,ER2,EB,EB,8
1198671494,5813061251,ER4m_L_1198671494,EPG_R8_5813061251,ER4m_L,EPG_R8,ER4m,EPG,EB,EB,8
910442782,1508334312,Delta7_L4R6_910442782,PEN_a_L3_1508334312,Delta7_L4R6,PEN_a_L3,Delta7,PEN_a,PB,PB,8
5813048042,664645558,Delta7_L5R4_5813048042,PEN_a_L6_664645558,Delta7_L5R4,PEN_a_L6,Delta7,PEN_a,PB,PB,8
1293135946,1262105637,ER3m_L_1293135946,ER3m_R_1262105637,ER3m_L,ER3m_R,ER3m,ER3m,EB,EB,8
1292807819,5813061251,ER3m_R_1292807819,EPG_R8_5813061251,ER3m_R,EPG_R8,ER3m,EPG,EB,EB,8
5813053866,1198684596,ER4m_R_5813053866,ER2a_L_1198684596,ER4m_R,ER2a_L,ER4m,ER2,EB,EB,8
1261000309,1261056809,ER4d_R_1261000309,ER4d_L_1261056809,ER4d_R,ER4d_L,ER4d,ER4d,EB,EB,8
1322466938,697001770,ER1a_R_1322466938,EPG_L2_697001770,ER1a_R,EPG_L2,ER1,EPG,EB,EB,8
1261423507,1261419142,ER3dc_R_1261423507,ER3dc_R_1261419142,ER3dc_R,ER3dc_R,ER3d,ER3d,EB,EB,8
1293136062,1293135946,ER3aa_R_1293136062,ER3m_L_1293135946,ER3aa_R,ER3m_L,ER3a,ER3m,EB,EB,8
5813048042,910442723,Delta7_L5R4_5813048042,Delta7_L4R5_910442723,Delta7_L5R4,Delta7_L4R5,Delta7,Delta7,PB,PB,8
1198931241,1198693217,ER4d_R_1198931241,ER4d_R_1198693217,ER4d_R,ER4d_R,ER4d,ER4d,EB,EB,8
1261423480,1261086863,ER3dc_L_1261423480,ER3da_L_1261086863,ER3dc_L,ER3da_L,ER3d,ER3d,EB,EB,8
1261419142,1261756007,ER3dc_R_1261419142,ER3da_R_1261756007,ER3dc_R,ER3da_R,ER3d,ER3d,EB,EB,8
1355806197,1322133768,ER1a_R_1355806197,ER1a_L_1322133768,ER1a_R,ER1a_L,ER1,ER1,EB,EB,7
1261760366,1262105601,ER3aa_L_1261760366,ER3aa_L_1262105601,ER3aa_L,ER3aa_L,ER3a,ER3a,EB,EB,7
1261056809,5812979222,ER4d_L_1261056809,ER4d_R_5812979222,ER4d_L,ER4d_R,ER4d,ER4d,EB,EB,7
1229288307,5813040233,ER3pa_R_1229288307,EPG_R8_5813040233,ER3pa_R,EPG_R8,ER3p,EPG,EB,EB,7
1230026402,1126647624,ER4d_L_1230026402,EPG_R8_1126647624,ER4d_L,EPG_R8,ER4d,EPG,EB,EB,7
5812979230,1199432267,ER3wb_R_5812979230,ER3wa_L_1199432267,ER3wb_R,ER3wa_L,ER3w,ER3w,EB,EB,7
5812979222,1167300194,ER4d_R_5812979222,ER4d_R_1167300194,ER4d_R,ER4d_R,ER4d,ER4d,EB,EB,7
1261091124,1261086755,ER3da_L_1261091124,ER3da_L_1261086755,ER3da_L,ER3da_L,ER3d,ER3d,EB,EB,7
1416900410,1167891559,ER4d_L_1416900410,ER4d_R_1167891559,ER4d_L,ER4d_R,ER4d,ER4d,EB,EB,7
1229965474,1167632513,ER4d_R_1229965474,ER4d_R_1167632513,ER4d_R,ER4d_R,ER4d,ER4d,EB,EB,7
1261764651,5812979684,ER3m_L_1261764651,ER3m_L_5812979684,ER3m_L,ER3m_L,ER3m,ER3m,EB,EB,7
5812979684,1292803650,ER3m_L_5812979684,ER3m_R_1292803650,ER3m_L,ER3m_R,ER3m,ER3m,EB,EB,7
1198684596,1198680122,ER2a_L_1198684596,ER2a_L_1198680122,ER2a_L,ER2a_L,ER2,ER2,EB,EB,7
5812983887,1261423444,ER3da_L_5812983887,ER3dc_R_1261423444,ER3da_L,ER3dc_R,ER3d,ER3d,EB,EB,7
1508334312,1322470368,PEN_a_L3_1508334312,ER1a_R_1322470368,PEN_a_L3,ER1a_R,PEN_a,ER1,EB,EB,7
1355806197,1291094742,ER1a_R_1355806197,ER1b_L_1291094742,ER1a_R,ER1b_L,ER1,ER1,EB,EB,7
1198680122,5813020409,ER2a_L_1198680122,ER2c_R_5813020409,ER2a_L,ER2c_R,ER2,ER2,EB,EB,7
1230319275,1260422110,ER3wa_R_1230319275,ER2b_L_1260422110,ER3wa_R,ER2b_L,ER3w,ER2,EB,EB,7
1261056809,1230026402,ER4d_L_1261056809,ER4d_L_1230026402,ER4d_L,ER4d_L,ER4d,ER4d,EB,EB,7
1230738247,1261751722,ER5_R_1230738247,ER5_L_1261751722,ER5_R,ER5_L,ER5,ER5,EB,EB,7
5813020409,1167563121,ER2c_R_5813020409,ER2a_R_1167563121,ER2c_R,ER2a_R,ER2,ER2,EB,EB,7
1199427845,5813038224,ER3wb_L_1199427845,ER3wa_L_5813038224,ER3wb_L,ER3wa_L,ER3w,ER3w,EB,EB,7
1261432159,1261427999,ER3db_L_1261432159,ER3dd_L_1261427999,ER3db_L,ER3dd_L,ER3d,ER3d,EB,EB,7
1229965474,1125964814,ER4d_R_1229965474,EPG_R8_1125964814,ER4d_R,EPG_R8,ER4d,EPG,EB,EB,7
1198684596,5813061251,ER2a_L_1198684596,EPG_R8_5813061251,ER2a_L,EPG_R8,ER2,EPG,EB,EB,7
1261768913,912545106,ER3m_R_1261768913,EPG_L2_912545106,ER3m_R,EPG_L2,ER3m,EPG,EB,EB,7
1198680122,1199699496,ER2a_L_1198680122,ER2c_L_1199699496,ER2a_L,ER2c_L,ER2,ER2,EB,EB,7
1218728570,5813053866,PEN_b_R9_1218728570,ER4m_R_5813053866,PEN_b_R9,ER4m_R,PEN_b,ER4m,EB,EB,7
1230480261,5813061251,ER2c_L_1230480261,EPG_R8_5813061251,ER2c_L,EPG_R8,ER2,EPG,EB,EB,7
1198413357,1198334861,ER2c_L_1198413357,ER2a_L_1198334861,ER2c_L,ER2a_L,ER2,ER2,EB,EB,7
1230319275,1230324385,ER3wa_R_1230319275,ER3wb_R_1230324385,ER3wa_R,ER3wb_R,ER3w,ER3w,EB,EB,7
5812984024,1261760366,ER3aa_R_5812984024,ER3aa_L_1261760366,ER3aa_R,ER3aa_L,ER3a,ER3a,EB,EB,7
1508334312,5813053866,PEN_a_L3_1508334312,ER4m_R_5813053866,PEN_a_L3,ER4m_R,PEN_a,ER4m,EB,EB,7
1198680122,1198413357,ER2a_L_1198680122,ER2c_L_1198413357,ER2a_L,ER2c_L,ER2,ER2,EB,EB,7
1198257581,1126647624,ER2a_R_1198257581,EPG_R8_1126647624,ER2a_R,EPG_R8,ER2,EPG,EB,EB,7
1198684596,5813020409,ER2a_L_1198684596,ER2c_R_5813020409,ER2a_L,ER2c_R,ER2,ER2,EB,EB,7
1230319275,5812979230,ER3wa_R_1230319275,ER3wb_R_5812979230,ER3wa_R,ER3wb_R,ER3w,ER3w,EB,EB,7
5813020455,1260754053,ER3wb_R_5813020455,ER3wa_R_1260754053,ER3wb_R,ER3wa_R,ER3w,ER3w,EB,EB,7
1261086734,1261436305,ER3da_R_1261086734,ER3dc_R_1261436305,ER3da_R,ER3dc_R,ER3d,ER3d,EB,EB,7
1261432168,5813080272,ER3dd_R_1261432168,ER3dd_L_5813080272,ER3dd_R,ER3dd_L,ER3d,ER3d,EB,EB,7
1230319275,5813045050,ER3wa_R_1230319275,ER3wb_L_5813045050,ER3wa_R,ER3wb_L,ER3w,ER3w,EB,EB,7
1261768913,697001770,ER3m_R_1261768913,EPG_L2_697001770,ER3m_R,EPG_L2,ER3m,EPG,EB,EB,7
1261432159,1261773304,ER3db_L_1261432159,ER3dd_R_1261773304,ER3db_L,ER3dd_R,ER3d,ER3d,EB,EB,7
1261760187,5812983887,ER3dc_R_1261760187,ER3da_L_5812983887,ER3dc_R,ER3da_L,ER3d,ER3d,EB,EB,7
1261056809,1416900410,ER4d_L_1261056809,ER4d_L_1416900410,ER4d_L,ER4d_L,ER4d,ER4d,EB,EB,7
1261760366,1261764557,ER3aa_L_1261760366,ER3aa_L_1261764557,ER3aa_L,ER3aa_L,ER3a,ER3a,EB,EB,7
1231066662,5813040233,ER5_R_1231066662,EPG_R8_5813040233,ER5_R,EPG_R8,ER5,EPG,EB,EB,7
1508334312,1601771527,PEN_a_L3_1508334312,PEN_b_R9_1601771527,PEN_a_L3,PEN_b_R9,PEN_a,PEN_b,EB,EB,7
5812979686,1292466818,ER3db_L_5812979686,ER3dd_R_1292466818,ER3db_L,ER3dd_R,ER3d,ER3d,EB,EB,7
1198680249,1198684596,ER2a_L_1198680249,ER2a_L_1198684596,ER2a_L,ER2a_L,ER2,ER2,EB,EB,7
1261760366,1261760448,ER3aa_L_1261760366,ER3aa_L_1261760448,ER3aa_L,ER3aa_L,ER3a,ER3a,EB,EB,7
1355806197,1126647624,ER1a_R_1355806197,EPG_R8_1126647624,ER1a_R,EPG_R8,ER1,EPG,EB,EB,7
1198680122,5813061251,ER2a_L_1198680122,EPG_R8_5813061251,ER2a_L,EPG_R8,ER2,EPG,EB,EB,7
5813020587,1261436305,ER3dc_L_5813020587,ER3dc_R_1261436305,ER3dc_L,ER3dc_R,ER3d,ER3d,EB,EB,7
1198671494,1168923315,ER4m_L_1198671494,ER2b_R_1168923315,ER4m_L,ER2b_R,ER4m,ER2,EB,EB,7
1198684596,1198334861,ER2a_L_1198684596,ER2a_L_1198334861,ER2a_L,ER2a_L,ER2,ER2,EB,EB,7
1261419142,1261436508,ER3dc_R_1261419142,ER3da_R_1261436508,ER3dc_R,ER3da_R,ER3d,ER3d,EB,EB,7
1261427857,1261423444,ER3da_L_1261427857,ER3dc_R_1261423444,ER3da_L,ER3dc_R,ER3d,ER3d,EB,EB,7
1261423507,1261091174,ER3dc_R_1261423507,ER3da_L_1261091174,ER3dc_R,ER3da_L,ER3d,ER3d,EB,EB,7
1508334312,1294414279,PEN_a_L3_1508334312,ER1a_R_1294414279,PEN_a_L3,ER1a_R,PEN_a,ER1,EB,EB,7
1199432267,5813053983,ER3wa_L_1199432267,ER3wb_R_5813053983,ER3wa_L,ER3wb_R,ER3w,ER3w,EB,EB,7
1261091157,697001770,ER3dc_L_1261091157,EPG_L2_697001770,ER3dc_L,EPG_L2,ER3d,EPG,EB,EB,7
1261760225,1262114202,ER3aa_L_1261760225,ER3m_R_1262114202,ER3aa_L,ER3m_R,ER3a,ER3m,EB,EB,7
1261091157,572870540,ER3dc_L_1261091157,EPG_L1_572870540,ER3dc_L,EPG_L1,ER3d,EPG,EB,EB,7
5813020409,1168059800,ER2c_R_5813020409,ER2c_L_1168059800,ER2c_R,ER2c_L,ER2,ER2,EB,EB,7
1261760489,1261773104,ER3ad_L_1261760489,ER3ad_L_1261773104,ER3ad_L,ER3ad_L,ER3a,ER3a,EB,EB,7
1261760414,1355810793,ER3ad_R_1261760414,ER3aa_R_1355810793,ER3ad_R,ER3aa_R,ER3a,ER3a,EB,EB,7
1231070792,1126647624,ER5_L_1231070792,EPG_R8_1126647624,ER5_L,EPG_R8,ER5,EPG,EB,EB,7
1198680426,1229369776,ER2d_L_1198680426,ER2b_R_1229369776,ER2d_L,ER2b_R,ER2,ER2,EB,EB,7
1261423444,1261086756,ER3dc_R_1261423444,ER3da_R_1261086756,ER3dc_R,ER3da_R,ER3d,ER3d,EB,EB,7
1198667367,1137219365,ER2c_L_1198667367,ER2a_R_1137219365,ER2c_L,ER2a_R,ER2,ER2,EB,EB,7
1261760414,1261773330,ER3ad_R_1261760414,ER3ad_L_1261773330,ER3ad_R,ER3ad_L,ER3a,ER3a,EB,EB,7
1261423507,1261086755,ER3dc_R_1261423507,ER3da_L_1261086755,ER3dc_R,ER3da_L,ER3d,ER3d,EB,EB,7
1198680441,1260422110,ER2d_L_1198680441,ER2b_L_1260422110,ER2d_L,ER2b_L,ER2,ER2,EB,EB,7
1231070792,1231070863,ER5_L_1231070792,ER5_L_1231070863,ER5_L,ER5_L,ER5,ER5,EB,EB,7
5812979222,1126647624,ER4d_R_5812979222,EPG_R8_1126647624,ER4d_R,EPG_R8,ER4d,EPG,EB,EB,7
1261423507,572870540,ER3dc_R_1261423507,EPG_L1_572870540,ER3dc_R,EPG_L1,ER3d,EPG,EB,EB,7
1230026228,1125964814,ER4d_L_1230026228,EPG_R8_1125964814,ER4d_L,EPG_R8,ER4d,EPG,EB,EB,7
1261091157,1261086734,ER3dc_L_1261091157,ER3da_R_1261086734,ER3dc_L,ER3da_R,ER3d,ER3d,EB,EB,7
1198943369,1199712272,ER2d_R_1198943369,ER2c_L_1199712272,ER2d_R,ER2c_L,ER2,ER2,EB,EB,7
1198680426,5813047446,ER2d_L_1198680426,ER2a_L_5813047446,ER2d_L,ER2a_L,ER2,ER2,EB,EB,7
